pelicula,genero,duracion,presupuesto,recaudacion,director,fecha_nac_director,actor_protagonista,fecha_nac_prota
"Family, The",Suspense,1.88,17979252.51,13806400.07,Rosemaria Dives,6/9/1958,Darb Huntingford,1/1/1987
Lips of Blood (Lèvres de sang),Western,1.77,16813754.46,29329492.74,Rinaldo Rockliffe,11/12/1972,Filide Gynne,11/17/1949
Casualties of War,Musical,3.01,26704860.19,53390196.06,Deerdre Ganderton,3/6/2016,Cleo Korbmaker,12/23/1973
"Thrill of It All, The",Western,1.88,29357869.68,73772642.49,Heath Rendell,1/19/1983,Lynnelle Mattussevich,3/30/2022
Guncrazy,Suspense,2.21,7027849.38,9453002.1,Rod Lutton,12/15/1981,Lydie Matteacci,12/3/2013
Rise of the Guardians,Ciencia ficción,3.0,17491474.09,52318829.71,Lyon Bigley,3/2/1939,Aigneis Newton,4/8/1983
Mitä meistä tuli,Ciencia ficción,1.73,13349096.91,24320494.87,Roley Conville,8/29/1944,Kattie Agg,1/16/2021
"Black Scorpion, The",Musical,3.91,22648447.03,26618140.7,Gerek Fennessy,3/11/1995,Sande Ayer,11/2/1976
Housefull 2,Ciencia ficción,2.37,21855501.24,18042532.88,Neil Bampford,3/26/1933,Chevy Snaddon,11/27/1999
Panda! Go Panda! Rainy Day Circus,Aventura,2.98,8742113.75,9679673.53,Ilsa Charter,8/31/1941,Stevana Sheryn,10/12/1974
Messengers 2: The Scarecrow,Animación,1.41,18976930.09,56394137.24,Judye Loosemore,4/21/2006,Maegan Madgwick,8/8/1983
"Welcome Home, Roscoe Jenkins",Bélico,1.07,18290161.64,53205023.76,Fanchette Troyes,7/18/1983,Cass Marley,11/19/1963
Left Behind: World at War,Acción,2.67,19857833.55,15392736.18,Dick McCaffrey,1/24/1953,Justinn De Lascy,3/16/1980
"Flower of My Secret, The (La flor de mi secreto)",Musical,3.52,6869260.64,19528136.15,Neile O'Dreain,8/14/1931,Theressa Foulcher,4/24/2002
Star Maps,Bélico,1.07,10788104.3,19362608.64,Curt Forri,2/2/1983,Lorilyn Patrone,7/19/1930
Someone Marry Barry,Suspense,3.18,10057812.79,23800713.69,Allayne Lelliott,2/6/1997,Ernesto Lepard,3/5/1942
"Lovers on the Bridge, The (Amants du Pont-Neuf, Les)",Acción,3.15,24963414.98,35039423.66,Alyse Jope,4/15/1974,Ilyse Clitherow,3/26/1989
"Screaming Man, A (Un homme qui crie)",Animación,2.5,7072862.81,6720615.58,Shanta Masson,7/23/1960,Dionisio Oxherd,8/10/1994
24 7: Twenty Four Seven,Western,3.62,18457618.83,41240685.43,Georgine Jowsey,8/22/2013,Kial Goodwell,11/16/2009
Twenty Days Without War (Dvadtsat dney bez voyny),Histórico,1.94,17189872.21,25421648.19,Dianna Attrey,12/21/1944,Roxanna McCart,3/29/1958
Eminem AKA ,Western,2.87,11128756.48,15026952.19,Hedwiga Brogioni,4/2/1977,Rudolfo Cochrane,2/23/1978
"Dispatch from Reuter's, A",Cine negro,1.72,12210889.83,13201248.56,Charmian O'Kennedy,11/12/1988,Bridget Ralls,4/18/1984
On Her Majesty's Secret Service,Acción,2.43,13142510.98,26704248.6,Brandy Heinert,1/5/1975,Asa Shrieves,8/8/1934
Night People,Ciencia ficción,3.11,18444047.17,51079621.04,Darcey MacGinlay,5/15/1940,Lucio Catley,8/8/1937
"Virgin Spring, The (Jungfrukällan)",Histórico,1.86,12592429.79,23528131.29,Sydney Gerold,6/3/2002,Barr Samett,5/4/2008
"Sandglass, The (Sanatorium pod klepsydra)",Drama,1.97,22550842.58,25481664.2,Stella Attenbarrow,4/26/2018,Gallagher Crielly,2/13/2013
Panda! Go Panda! Rainy Day Circus,Animación,2.91,18014946.96,20153941.41,Flin Gerrans,9/22/1939,Harvey Sirl,9/16/1999
Thirty Seconds Over Tokyo,Terror,3.28,14799866.96,15292918.48,Harrison Curedale,1/14/1963,Taylor Filyushkin,2/7/1983
The Disappearance of Eleanor Rigby: Her,Ciencia ficción,3.33,28121128.06,16235702.15,Chrissie Hellwig,1/7/2014,Gregorius Woodyatt,3/31/2021
State Affairs (Une affaire d'état),Western,1.0,27817438.42,61531871.25,Denice Perfitt,9/29/2003,Birch Streak,9/15/2018
Two Weeks in Another Town,Drama,3.87,19988288.13,30693878.16,Elyssa Matschuk,4/3/2013,Ilsa Folland,3/13/1943
Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru),Histórico,3.98,22758919.21,34305027.49,Hank Tremblett,9/22/2009,Pearle Salzberg,1/17/1987
"Cimarron Kid, The",Romance,1.64,26603387.24,21267687.35,Ardelis Gobolos,5/31/1944,Carey Springell,1/13/1991
"Fish Child, The (El niño pez)",Western,2.15,25993992.79,59885776.4,Danit Glackin,3/4/1959,Moss Matthews,3/30/2006
Wish Me Away,Comedia,1.23,21214988.06,61410449.23,Cyril Grayley,3/3/2020,Boothe Ropcke,3/28/1992
Ichi the Killer (Koroshiya 1),Animación,3.66,10388755.89,13072950.46,Jessa Farlowe,4/3/1988,Farrand Dittson,10/30/2014
"Cotton Club, The",Romance,2.12,7296072.29,10642469.44,Wrennie McWilliams,12/1/1961,Lyman Dyerson,10/14/1943
Colour Me Kubrick: A True...ish Story,Musical,1.89,18369057.58,35145809.61,Wilow Yakubovics,5/18/1994,Ricoriki Tellenbrok,6/2/1977
Crazy Horse,Drama,1.33,13586135.51,7369689.07,Cazzie Trytsman,11/6/1977,Sara Lauridsen,5/12/1958
Midnight Chronicles,Histórico,1.73,29880064.87,56115674.04,Benjy Dimanche,8/5/1982,Aguie Genn,12/3/2012
Dickson Experimental Sound Film,Romance,2.76,6972566.34,5405125.37,Valida Geekin,3/28/1986,Arlina Loveredge,4/5/1970
Daughter from Danang,Musical,2.23,24428853.61,50991406.91,Rosmunda Forten,8/18/1987,Brandy Warin,5/16/1969
Plaza Suite,Comedia,2.02,20839671.49,48792922.65,Glenna Troucher,3/15/2019,Janeczka Tremelling,10/24/1966
It's a Small World,Ciencia ficción,3.52,8333121.72,4781490.4,Tammie Treher,1/21/1968,Derrik Stickney,2/29/1964
My Neighbor Totoro (Tonari no Totoro),Ciencia ficción,2.54,26073762.97,13327766.78,Walliw Lipson,6/7/1953,Allison Lurriman,12/18/1948
"Good Guys and the Bad Guys, The",Animación,2.62,11293775.4,18089056.21,Frayda Kayes,1/3/2014,Donnamarie Erdis,5/25/2018
Night Falls on Manhattan,Aventura,3.52,19050637.4,52004661.61,Elbert Eynon,8/28/1970,Izzy Arlet,7/6/1990
Katatsumori,Aventura,2.91,23782859.1,32952042.21,Lennard Edler,2/22/1944,Henriette Garment,9/28/1968
Gunnin' for That #1 Spot,Bélico,3.45,10075985.49,12286758.29,Matilde Figgins,4/1/1985,Jade Bazley,5/10/1946
Satan Never Sleeps,Bélico,2.13,26410932.72,72193404.87,Sonni Zeplin,2/25/1986,Elberta Floyde,5/8/1956
Crippled Masters (Tian can di que),Suspense,2.4,22031881.18,53499721.46,Dougy Glasser,5/1/1989,Marysa Copcutt,8/10/1933
Generation War,Terror,1.92,14869750.14,16061202.3,Gisela Haggarth,7/22/1976,Fidelio Kearney,11/14/1938
West of Zanzibar,Musical,2.6,22456863.14,28585259.2,Leslie Sare,11/23/2001,Hobart Halcro,5/30/1986
Hannah Arendt,Misterio,3.57,8604115.8,14229676.45,Teodora Jouanet,5/17/1994,Blakelee Dimmick,5/11/2025
"Mondays in the Sun (Lunes al sol, Los)",Romance,1.28,27285807.68,31040533.98,Ree Bowes,1/12/1940,Fernande Rodrigues,10/13/1950
Pulgasari,Drama,1.26,15901869.31,24735496.33,Paxton Nutbean,2/11/1972,Vida Storrie,11/6/2014
"Hole in the Head, A",Acción,2.62,5978641.99,17226982.44,Alyson Hamner,6/17/2001,Hildagarde Bartolomivis,8/6/1939
Millennium Actress (Sennen joyû),Aventura,3.85,8526543.61,21382428.21,Wally Nise,4/14/1997,Gayel Tizard,6/14/1934
Dirty Ho (Lan tou He),Drama,3.44,22530452.73,14502633.38,Garrick Jakovijevic,2/10/2020,Alano Hatcliffe,10/23/2019
You're Not You,Misterio,1.25,27555767.77,82242301.44,Celesta Beauvais,6/29/1983,Waverley Dampney,12/20/1971
Cactus Flower,Cine negro,2.22,5505684.46,12656377.92,Arlyn Stegers,2/20/2000,Cindelyn Hertwell,6/7/1954
Grown Ups 2,Comedia,3.41,20628905.51,56902821.08,Saidee Peyto,8/20/1939,Micaela Pakeman,6/30/1975
"September Issue, The",Comedia,2.23,14575482.2,14712455.02,Tressa Cawsy,2/17/2015,Dud Odeson,9/14/1956
Havoc,Romance,3.6,8510979.15,5973674.47,Sheilakathryn Axelby,7/9/1987,Dimitri Cellone,1/15/2008
Whoopee!,Documental,1.99,29807498.48,85494282.07,Em Beagin,7/28/1941,Micheal Godson,5/15/1945
Since You Went Away,Drama,3.8,22828835.08,28439334.1,Aurelie Begley,12/28/1930,Koren Laughren,8/28/1992
Show Me,Aventura,1.01,28318239.79,27928731.21,Poul Brawson,4/27/1956,Lorita Mandal,12/10/2020
What's Love Got to Do with It?,Acción,3.45,24853053.98,55151023.78,Odessa Wapplington,5/8/2013,Kali Manske,8/1/1959
Seven Beauties (Pasqualino Settebellezze),Animación,2.15,25888210.36,75567139.83,Jdavie Gosland,2/21/2014,Alvina Verillo,10/6/2024
"River, The (He liu)",Western,2.84,27368094.42,44025150.98,Jed Benduhn,8/16/1979,Michal Gilffillan,9/23/1986
Trippin',Comedia,3.76,28540976.49,23797588.64,Lesly Denisyev,11/15/1938,Riva Tiller,4/12/2024
"Entity, The",Suspense,2.41,19611668.9,24204217.19,Peadar Karpe,2/11/1992,Lulu De Witt,1/6/1996
"Cement Garden, The",Misterio,3.88,27870653.32,40562248.99,Harrison O'Ruane,12/9/1976,Othelia Kearford,9/27/1974
Ornamental Hairpin (Kanzashi),Comedia,2.67,13438326.84,28464079.31,Ingaborg Dodell,7/22/1937,Monti Jerche,2/8/1948
Clean Slate,Comedia,2.65,23089645.85,39726192.66,Hilda Keuning,10/2/1996,Rodger Mallya,9/2/1952
Mother Wore Tights,Musical,2.61,20653244.95,16587772.81,Angele MacNaughton,10/9/1999,Tally Stonhard,12/18/1960
"Private War of Major Benson, The",Suspense,2.62,20448986.34,32492091.61,Olia Dodell,3/3/1987,Crin Buick,7/28/1988
Jumping the Broom,Cine negro,2.78,19378269.88,41769337.36,Tarrah Peteri,8/14/1982,Alwyn Bulbrook,7/14/2015
"Big Bird Cage, The",Comedia,3.37,5632803.59,12455914.65,Reeta Fitzhenry,9/26/1995,Rina Sealeaf,5/16/1950
"Little Bit of Heaven, A",Misterio,2.46,20087902.38,32957412.67,Thorn Game,7/31/1985,Row Semaine,5/13/1946
Room 666 (Chambre 666),Documental,2.54,26785059.28,14718205.27,Rikki Bird,10/14/1930,Ilaire Baradel,8/16/1981
Stalker,Animación,2.68,16443676.44,21950358.04,Toiboid Mallinson,2/23/1959,Yelena Cordeau,12/19/1965
"Christmas Carol, A",Romance,2.15,24706277.88,53099748.67,Tyrone Moncreiffe,8/11/2003,Aurelia Courtier,4/13/1988
Sunny (Sseo-ni),Cine negro,2.49,16643482.72,23192352.13,Jeni Garvin,6/22/2013,Prince Gilliver,5/15/1995
The Chumscrubber,Histórico,3.89,6935858.88,18380197.3,Abie Knightly,1/13/1956,Krystalle Bussens,11/24/2005
Ice Princess,Histórico,1.94,13914744.76,12732575.12,Ara Child,7/4/1964,Dorette Balstone,7/18/1971
Brother Rat,Aventura,1.91,10600891.91,19795474.28,Ruddie Bainton,11/18/1994,Ingeberg Bodycomb,11/1/1930
"President's Last Bang, The (Geuddae geusaramdeul)",Misterio,1.62,7339283.65,10351356.79,Hildegarde Bryant,6/27/2024,Sena Mor,2/28/2005
Ring of Bright Water,Ciencia ficción,3.17,25675257.68,35967631.44,Ealasaid Algy,7/28/1972,Denys Coltart,9/21/1937
Killer: A Journal of Murder,Cine negro,3.29,19256792.8,27970386.84,Fayette Ligoe,6/24/1982,Marthe Delwater,6/8/1933
C'mon Man,Ciencia ficción,2.56,20576542.85,51639187.71,Claudina Crayke,3/18/1987,Carley Phittiplace,2/1/1936
Author! Author!,Fantasía,3.31,27570372.45,68664075.14,Kirsti Lewin,7/18/1933,Tanner Parffrey,8/8/1930
Street Smart,Acción,3.85,9175628.79,11643438.25,Trixi Klyn,11/14/2006,Whittaker Cottage,6/14/1991
Twelve O'Clock High,Documental,1.45,10135941.17,24567928.14,Deina Fallis,9/7/2005,Rhody Szimoni,11/22/1953
Young at Heart,Drama,3.76,9515952.88,9703491.57,Henrieta O'Brien,7/8/1980,Jerald Stienton,4/3/1939
My Left Foot,Animación,1.36,29525894.82,24577731.77,Alva Unworth,4/10/2016,Crosby Mabbe,9/14/1995
Chronicle of a Disappearance,Comedia,3.81,21660843.59,48045673.84,Rodney Joust,10/20/1978,Legra Chave,12/28/1944
Assassination Tango,Cine negro,2.44,10288230.46,7159209.64,Imogen Ainscow,3/31/1974,Arley Sholl,1/5/1946
"Man Who Cried, The",Misterio,3.25,26848283.43,41741953.27,Ali Tidman,8/21/1990,Terese Leask,12/23/1971
Sube y Baja,Drama,2.44,18592784.57,27876622.86,Monica Nangle,2/2/2005,Marian Frowen,9/22/1957
Cargo 200 (Gruz 200),Animación,1.59,15103799.7,23466474.03,Salaidh Senechault,1/17/2013,Edward Sandels,9/8/1985
From the Clouds to the Resistance (Dalla nube alla resistenza),Animación,3.04,20654928.07,40311805.77,Eberhard Hedney,3/23/1952,Kimberley Kintish,11/29/1999
My Son John,Western,3.55,15264900.57,30088088.41,Lannie Klimecki,1/11/1936,Bonnee Attock,10/5/2019
En rachâchant,Romance,2.91,23150845.35,36228040.53,Jackquelin De Hoogh,1/12/1990,Tabina Brandsma,2/5/1995
Wonderland,Bélico,1.58,27820593.04,64404833.44,Ola Le Marchant,9/16/1933,Gilly Chant,6/25/1952
Alone in the Dark,Cine negro,1.81,10844676.54,9374691.22,Pancho Barenski,10/26/1970,Livvy Lyddon,9/9/1948
Decoy,Comedia,1.59,12922953.07,7006937.88,Sumner Eim,11/20/2002,Boniface Goulborn,11/25/1949
Operation Pacific,Misterio,2.89,5773878.97,15068919.98,Andy January 1st,9/13/2005,Devon Paolone,6/6/2001
Deadly Friend,Western,2.64,23317215.75,19587450.14,Donnell Philippard,5/11/2025,Hettie Boddington,4/9/2019
It Conquered the World,Aventura,3.82,8039045.57,4470149.88,Maison Kitson,4/21/1932,Margaux Bramelt,4/21/1980
Purge (Puhdistus),Ciencia ficción,3.88,12893528.15,12497434.78,Audre Iacovozzo,8/8/1930,Griffith Ridout,2/12/1958
Hangman's Knot,Acción,3.98,8499554.09,25204154.74,Bobbie Sallier,11/15/1965,Gwyneth Mazzei,7/1/1938
Bleak House,Comedia,2.88,28806345.49,72787538.49,Yankee Crush,5/2/2012,Cathy McCane,3/17/1964
Bitter Sweet,Bélico,3.51,27705834.68,39485481.42,Aveline Guihen,9/16/1967,Louis Lamberto,8/21/2016
Agnosia,Suspense,3.74,12352563.75,27511902.73,Dugald Strete,8/2/1964,Obadias Berzen,5/18/1985
Almanya - Welcome to Germany (Almanya - Willkommen in Deutschland),Animación,1.96,25258870.73,16760901.04,Noami Beincken,6/28/1950,Nicolea Augar,8/30/1931
Love and Pigeons,Histórico,3.21,23835873.05,23663634.77,Mavra Luna,5/12/2021,Marlane Morrant,7/24/1954
Twister,Bélico,2.48,18788952.68,42983334.74,Georgette Flanigan,1/8/1993,Gherardo Dodshun,10/25/1969
Killers,Cine negro,3.56,13249338.92,31371842.47,Quillan Burmingham,1/17/1975,Datha Decayette,2/5/1968
Scarlet Diva,Fantasía,3.67,12544123.39,21113505.75,Cherilyn Frogley,2/26/2024,Sybil Rabat,6/6/2021
"Promoter, The (Card, The)",Suspense,1.54,28538199.02,35958517.68,Freeland Majury,7/17/2018,Selinda Osbourne,3/25/1976
"Who Are you Polly Maggoo (Qui êtes-vous, Polly Maggoo?)",Musical,3.19,24914249.5,42496788.64,Brion McGougan,9/21/2024,Luciana Farquharson,9/1/1987
Royal Wedding,Documental,2.75,14698978.25,32271701.85,Ardeen Winnister,5/23/1935,Micheil St Ledger,9/7/2018
9,Western,1.42,23136555.75,51269979.14,Rudolph Allridge,8/23/1966,Arte Lambell,7/12/1940
Starship Troopers,Suspense,3.9,26388446.62,18344011.08,Minda Corre,10/16/1991,Guglielma Gasquoine,8/14/1952
Wild China,Drama,1.7,16202521.88,35278154.67,Daffy Gallier,10/24/1955,Ichabod Kores,11/2/1947
Some Girls,Ciencia ficción,2.64,18750089.07,10268292.3,Jeniffer Louche,7/31/1938,Marguerite de Glanville,8/9/1965
The Intruders,Suspense,1.19,5332578.97,9570811.89,Emerson Corday,1/25/1946,Hamilton Durtnell,8/18/2000
Billabong Odyssey,Comedia,1.56,14924798.05,14001381.54,Ertha Moret,12/30/1967,Demeter Issacov,5/1/2018
Torrente 3: El protector,Aventura,1.49,7326060.64,10700185.55,Melly Eiler,3/22/1933,Archambault Izzett,8/24/1932
I Travel Alone,Misterio,1.49,19151180.22,37227610.99,Cathie Aingell,9/15/2006,Sheilah MacGuigan,8/11/2024
"Snowtown (Snowtown Murders, The)",Romance,1.27,19716088.06,45554239.56,Roman Snalom,5/11/1966,Oralia Carvilla,9/25/1940
Taking Chance,Documental,3.0,16677767.04,39868621.6,Querida Clymer,6/2/1980,Betteann Omrod,3/24/1965
Blow-Out (La grande bouffe),Aventura,2.11,16998117.88,9709767.1,Artur Allpress,8/1/1994,Nikolas Phillipson,5/26/1998
Thin Ice,Comedia,3.35,11771570.16,34289874.47,Berti Bilston,6/15/1943,Pegeen Dent,9/11/1994
Evil (Ondskan),Histórico,3.71,19717001.03,37660380.01,Victor Culross,9/21/1994,Marissa Caroll,2/19/1960
Yu-Gi-Oh!,Musical,1.71,22868709.28,55802428.77,Riobard Crewdson,2/28/1940,Innis Macvey,3/5/1980
Elena Undone,Aventura,2.85,11655682.04,32811680.9,Justin Phillcock,8/21/1973,Nikkie Quinnelly,1/5/1995
Extracted,Misterio,1.22,22312307.18,40930826.91,Amalita Emanson,12/2/1982,Grethel Aleshkov,9/19/1999
Family Affair ,Cine negro,3.36,8239837.72,22687692.11,Rosita Pech,10/29/1992,Tybie Coffin,12/4/1967
My Sister Eileen,Terror,2.89,18709160.92,26107641.14,Kasey D'Onise,3/5/1940,Antonella Chaperling,3/20/1938
Red Tails,Terror,2.18,25263397.78,53537012.39,Bertie Demoge,1/6/1996,Farrand Cammocke,12/16/1932
Burn Up!,Suspense,3.64,9020374.29,14829445.99,Tiler Vivash,10/13/1935,Devy Cave,7/25/1944
Wild Child,Terror,1.66,11940253.79,13587572.25,Rosy Sycamore,5/21/1993,Maris Paunton,11/6/1990
"Las Vegas Story, The",Histórico,3.8,15056362.52,25392747.38,Wallis Darlasson,1/26/1967,Ferguson Adriano,11/26/1997
Finding Forrester,Suspense,2.33,23067373.61,55807416.68,Rosalinda Surfleet,12/1/1935,Maribeth Thornally,3/3/1933
Endurance,Acción,2.12,15530285.89,35054440.94,Kris Skyner,7/21/1996,Joell Abrashkin,9/29/1935
Scorned,Ciencia ficción,1.27,9761696.25,22791810.64,Meggy Mapledorum,2/25/1940,Allin Starford,1/11/1992
